TOWN,ADDRESS,CROSS ST,LEAK GRADE,DATE REPORTED,NOTE
WORCESTER,47 BAY STATE,,3,08/19/2014,
HUDSON,47 CAUSEWAY,,3,07/11/2016,
SHREWSBURY,47 ELM,,3,12/10/2014,
DARTMOUTH,47 EVELYN,,3,08/03/2015,
WORCESTER,47 GLENDALE,,3,11/09/2016,
FRAMINGHAM,47 KENDALL,,3,07/22/2015,
HUDSON,47 LAKE,,3,09/30/2016,
HYDE PARK,47 MATTAKEESET,,3,08/01/2014,
FRAMINGHAM,47 MELLEN,,3,10/10/2013,
NEEDHAM,47 PARKINSON ST,,3,12/04/2014,
HOLLISTON,47 PILGRIM,,3,06/17/2016,
HYDE PARK,47 SHERRIN,,3,05/24/2016,
DARTMOUTH,47 SMITH,,3,08/07/2014,
GRAFTON,47 SOUTH,,3,07/09/2015,
WESTWOOD,47 WILLARD,,3,11/02/2016,
WORCESTER,47 WILSON,,3,11/06/2014,
WEST BOYLSTON,472 PROSPECT,,3,09/30/2016,
WORCESTER,475 PLEASANT,,3,10/30/2014,
NEW BEDFORD,478 BEDFORD,,3,06/23/2014,
NEW BEDFORD,478 NASH,,3,09/29/2014,
MILLBURY,48 BEACH,,3,11/10/2014,
MARLBORO,48 BIGELOW,,3,07/13/2015,
NATICK,48 BURNING TREE,,3,05/24/2016,
WORCESTER,48 CREST,,3,11/21/2014,
WORCESTER,48 DORCHESTER,,3,07/01/2014,
MATTAPOISETT,48 FAIRHAVEN,,3,10/02/2014,
MARLBORO,48 FOLEY,,3,03/06/2015,
CAMBRIDGE,48 GARDEN,,3,08/17/2016,
HUDSON,48 HIGH,,3,09/26/2016,
SOMERVILLE,48 PUTNAM,,3,07/22/2015,
DARTMOUTH,48 RICHFIELD,,3,09/26/2016,
NEW BEDFORD,48 STEPHEN,,3,04/09/2015,
NEW BEDFORD,48 STETSON,,3,06/08/2016,
DARTMOUTH,48 SUFFOLK,,3,09/26/2016,
WORCESTER,48 UXBRIDGE,,3,09/20/2016,
MARLBORO,480 FARM,,3,07/30/2014,
WORCESTER,480 W. BOYLSTON,,3,08/12/2014,
STOW,484 GLEASONDALE,,3,12/14/2016,
HYDE PARK,484 HUNTINGTON,,3,07/08/2016,
CAMBRIDGE,485 BROADWAY,,3,04/23/2015,
WORCESTER,485 BURNCOAT ST,,3,12/09/2014,
FRAMINGHAM,488 EDGELL,,3,11/17/2015,
HYDE PARK,49 BRAEBURN,,3,06/28/2016,
FAIRHAVEN,49 BRIERCLIFFE,,3,08/26/2014,
WORCESTER,49 CATHERINE ST,,3,09/15/2014,
DARTMOUTH,49 CLARENDON,,3,11/21/2016,
HYDE PARK,49 COMO,,3,04/26/2016,
WORCESTER,49 ELLSWORTH,,3,09/22/2016,
MATTAPOISETT,49 FAIRHAVEN,,3,09/25/2015,
WORCESTER,49 GREEN HILL,,3,08/25/2014,
SHREWSBURY,49 HAPGOOD,,3,11/04/2014,
HOPKINTON,49 HAYDEN ROWE,,3,08/19/2016,
FRAMINGHAM,49 HERBERT,,3,11/18/2016,
HOPEDALE,49 HOPEDALE,,3,04/13/2015,
CAMBRIDGE,49 LAWN,,3,10/11/2016,
NEW BEDFORD,49 MACARTHUR,,3,07/10/2014,
MILLBURY,49 MAPLE,,3,11/14/2014,
SOMERVILLE,49 MOORE,,3,08/28/2014,
HUDSON,49 ONTARIO,,3,09/08/2014,
NEW BEDFORD,49 POTOMSKA,,3,10/20/2016,
MARLBORO,49 SHEFFIELD,,3,09/30/2016,
CAMBRIDGE,49 SIXTH,,3,08/18/2016,
HYDE PARK,49 SUMMIT,,3,11/16/2016,
CAMBRIDGE,49 TROWBRIDGE,,3,10/07/2016,
MARLBORO,49 WARREN,,3,11/28/2014,
GRAFTON,49 WATERVILLE,,3,06/24/2015,
NEW BEDFORD,49 WILLIS,,3,06/19/2014,
DEDHAM,49 WOODLEIGH,,3,12/02/2016,
FRAMINGHAM,492 CONCORD,,3,09/03/2015,
HOLLISTON,495 NORFOLK,,3,07/11/2014,
FRAMINGHAM,495 WINTER,,3,10/23/2014,
NEW BEDFORD,496 ASHLEY,,3,05/27/2014,
MARLBORO,496 EAST BOSTON POST,,3,12/02/2014,
MARLBORO,496 EAST BOSTON POST,,3,05/01/2015,
DEDHAM,496 WASHINGTON,,3,10/01/2014,
NEW BEDFORD,498 CHURCH,,3,09/22/2015,
FRAMINGHAM,498 CONCORD,,3,10/18/2016,
HUDSON,4A ROTHERHAM,,3,09/09/2014,
WORCESTER,5 ACUSHNET,,3,07/16/2015,
FRAMINGHAM,5 AUBURN,,3,11/18/2016,
WORCESTER,5 AUTUMN,,3,08/19/2014,
WORCESTER,5 BENEDICT,,3,09/23/2014,
FAIRHAVEN,5 BLOSSOM,,3,07/24/2014,
CAMBRIDGE,5 BOWDOIN,,3,03/04/2016,
HYDE PARK,5 BRADLEE,,3,04/22/2016,
FAIRHAVEN,5 BRAE,,3,08/08/2014,
NEW BEDFORD,5 BREWSTER,,3,05/19/2016,
WORCESTER,5 BROOKMAN,,3,09/25/2014,
WORCESTER,5 CAMP,,3,09/30/2014,
MILLBURY,5 CHURCH,,3,11/12/2014,
WORCESTER,5 COLONIAL,,3,05/15/2015,
FAIRHAVEN,5 COOLIDGE,,3,07/29/2014,
CAMBRIDGE,5 CRAWFORD,,3,08/29/2016,
GRAFTON,5 CRESCENT,,3,07/08/2015,
WORCESTER,5 ECHO,,3,07/29/2015,
MATTAPOISETT,5 FAIRHAVEN,,3,10/02/2014,
HUDSON,5 FORT MEADOW,,3,08/18/2014,
DEDHAM,5 GARDEN,,3,09/23/2016,
FAIRHAVEN,5 GARDNER,,3,10/29/2014,
FRAMINGHAM,5 HASTINGS,,3,12/08/2014,
WORCESTER,5 HAVELOCK,,3,12/04/2014,
HUDSON,5 KENT,,3,08/21/2014,
PLYMOUTH,5 LASCALA,,3,11/21/2014,
MARLBORO,5 LINCOLN,,3,11/26/2014,
WORCESTER,5 LYFORD,,3,07/15/2008,
HYDE PARK,5 MACDONALD,,3,09/14/2016,
UPTON,5 MAIN,,3,05/05/2015,
HOPKINTON,5 MAPLE,,3,10/06/2016,
WORCESTER,5 MASSASOIT,,3,10/01/2014,
WORCESTER,5 MILLBROOK,,3,12/02/2014,
WEST BOYLSTON,5 PAUL X TIVNAN,,3,11/20/2014,
WEST BOYLSTON,5 PAUL X TIVNAN,,3,10/17/2016,
HYDE PARK,5 RAYNES,,3,07/25/2016,
NEW BEDFORD,5 ROCKDALE,,3,07/11/2016,
WORCESTER,5 RUDOLPH,,3,12/10/2015,
SHREWSBURY,5 RUTHEN,,3,08/22/2016,
WORCESTER,5 SAINT NICHOLAS,,3,12/19/2016,
MATTAPOISETT,5 SHAW,,3,05/22/2015,
DEDHAM,5 SIDNEY,,3,09/25/2014,
HOPKINTON,5 SPRING,,3,08/22/2014,
NEW BEDFORD,5 SYCAMORE,,3,06/19/2014,
UPTON,5 WEST MAIN,,3,10/07/2014,
NATICK,5 WESTFIELD,,3,07/31/2014,
UPTON,5 WILLIAMS,,3,08/11/2016,
WORCESTER,5-7 FRONGILLO-FARMS,,3,09/23/2014,
CAMBRIDGE,5-7 WEST,,3,06/04/2015,
CAMBRIDGE,50 BROADWAY,,2,12/23/2016,
NEW BEDFORD,50 DURFEE,,3,06/11/2014,
WESTBOROUGH,50 EAST MAIN,,3,10/02/2014,
CAMBRIDGE,50 FRESH POND,,3,12/05/2014,
MILFORD,50 GRANT,,3,08/16/2016,
WORCESTER,50 HILLCROFT,,3,10/23/2014,
DEDHAM,50 LANCASTER,,2,12/27/2016,
MATTAPOISETT,50 MAIN,,3,09/26/2014,
NEW BEDFORD,50 MANDELL,,3,07/13/2016,
HYDE PARK,50 PRESCOTT,,3,04/19/2016,
NEEDHAM,50 RIVER PARK,,3,10/12/2016,
HYDE PARK,50 VAN BRUNT,,3,11/13/2014,
SOMERVILLE,50 WEBSTER,,3,06/09/2016,
FAIRHAVEN,50 WILDING,,3,10/28/2014,
HYDE PARK,50-52 RALDNE,,3,08/26/2016,
WEST BOYLSTON,501 PROSPECT,,3,09/30/2016,
WEST BOYLSTON,504 PROSPECT,,3,11/25/2014,
WORCESTER,507 PARK,,3,09/02/2016,
HYDE PARK,508 METROPOLITAN,,3,06/30/2016,
WORCESTER,51 BARNARD,,3,08/19/2014,
HYDE PARK,51 BLAKE,,3,01/13/2016,
MARLBORO,51 BOUFFARD,,3,09/16/2015,
SOUTHBOROUGH,51 CENTRAL,,3,12/16/2016,
HYDE PARK,51 COMO,,3,05/01/2014,
MATTAPOISETT,51 FAIRHAVEN,,3,05/20/2015,
MARION,51 MILL,,3,09/25/2014,
WEST BOYLSTON,51 NEWTON,,3,11/24/2014,
NEW BEDFORD,51 PARKER,,3,06/16/2016,
WORCESTER,51 SEMINOLE,,3,11/01/2016,
HUDSON,51-53 OLD BOLTON,,3,09/02/2014,
SOMERVILLE,51-53 PRESTON,,3,07/17/2015,
ASHLAND,51-69 POND,,3,04/15/2016,
HOLLISTON,510 PRENTICE,,3,12/27/2016,
MARION,513 MILL,,3,09/25/2014,
FRAMINGHAM,514 WATER,,3,10/22/2014,
WEST BOYLSTON,516 PROSPECT,,3,11/25/2014,
NEW BEDFORD,518 PURCHASE,,3,06/14/2016,
NEEDHAM,52 MAYO,,3,12/05/2014,
WORCESTER,52 MORELAND,,3,12/04/2014,
NEW BEDFORD,52 SOUTH SECOND,,3,08/21/2015,
WORCESTER,52 TOWER,,3,09/22/2016,
MARLBORO,52 WESTMINSTER,,3,08/19/2015,
MARLBORO,52-54 CHANDLER,,3,11/26/2014,
WORCESTER,520 PARK,,3,11/03/2014,
CAMBRIDGE,524 HURON,,3,09/29/2016,
NEW BEDFORD,526 BARNARD ST,,3,05/09/2014,
CAMBRIDGE,53 ABERDEEN,,3,09/28/2016,
CAMBRIDGE,53 EIGHTH,,3,08/12/2016,
WORCESTER,53 ELLSWORTH,,3,12/17/2014,
MARLBORO,53 EVELINA,,3,12/09/2014,
HUDSON,53 LINCOLN,,3,09/10/2014,
NEW BEDFORD,53 MARY,,3,05/15/2014,
PLYMOUTH,53 RUSSELL,,3,11/24/2014,
NEW BEDFORD,530 KIRBY,,3,07/28/2016,
WORCESTER,532 PLEASANT,,3,10/29/2014,
WORCESTER,533 CHANDLER,,3,10/24/2016,
WORCESTER,535 SALISBURY,,3,09/30/2014,
WORCESTER,537 CHANDLER,,3,10/24/2016,
FAIRHAVEN,54 BAYVIEW,,3,08/08/2014,
DARTMOUTH,54 BRYANT,,3,06/02/2014,
SOUTHBOROUGH,54 CENTRAL,,3,07/06/2016,
HYDE PARK,54 COMO,,3,05/01/2014,
NORTHBRIDGE,54 CRESCENT,,3,10/18/2016,
WORCESTER,54 ELM,,3,09/23/2014,
DEDHAM,54 GAINSVILLE,,3,07/31/2014,
WORCESTER,54 GLENDALE,,3,08/25/2015,
MARLBORO,54 HOSMER,,3,08/16/2016,
WORCESTER,54 MASSASOIT,,3,09/25/2014,
WORCESTER,54 MIDLAND,,3,10/01/2015,
CAMBRIDGE,54 PEMBERTON,,3,12/13/2016,
CARVER,54 PURCHASE,,3,05/10/2016,
SOMERVILLE,54 PUTNAM,,3,12/22/2016,
WORCESTER,54 SEMINOLE,,3,05/31/2016,
HYDE PARK,54 SUMMIT,,3,08/30/2016,
HYDE PARK,54 TAUNTON,,3,08/06/2014,
GRAFTON,54 WILLARD,,3,12/09/2016,
CAMBRIDGE,540 HURON,,3,09/29/2016,
FRAMINGHAM,541 CONCORD,,3,09/03/2015,
NEW BEDFORD,542 KIRBY,,3,06/26/2014,
WORCESTER,544 PLEASANT,,3,10/29/2014,
FRAMINGHAM,545-547 WORCESTER,,3,10/25/2016,
CAMBRIDGE,546 MASSACHUSETTS,,3,06/09/2015,
MARLBORO,547 EAST BOSTON POST,,3,11/17/2014,
WORCESTER,548 PLEASANT,,3,10/29/2014,
WORCESTER,55 ABINGTON,,3,11/03/2016,
NEEDHAM,55 ALFRETON,,3,10/18/2016,
MARLBORO,55 BOUFFARD,,3,09/16/2015,
HUDSON,55 CAUSEWAY,,3,08/19/2014,
FAIRHAVEN,55 CEDAR,,3,09/17/2014,
NATICK,55 ELIOT HILL,,3,04/28/2016,
PLYMOUTH,55 GRANDVIEW,,3,10/14/2014,
STOW,55 HARTLEY,,3,12/14/2016,
GRAFTON,55 LINCOLN,,3,12/04/2015,
HYDE PARK,55 LINCOLN,,3,05/20/2016,
CAMBRIDGE,55 PEMBERTON,,3,12/13/2016,
DEDHAM,55 SAWYER,,3,09/24/2014,
NEW BEDFORD,55-57 BRANSCOMB,,3,07/29/2015,
DEDHAM,550 BOSTON PROVIDENCE,,3,12/12/2016,
WORCESTER,550 PARK,,3,05/10/2016,
NEW BEDFORD,551 TARKILN HILL,,3,05/15/2014,
NEW BEDFORD,552 KIRBY,,3,07/28/2016,
WORCESTER,552 MILL,,3,12/10/2014,
NEW BEDFORD,554 ROCKDALE AVE,,3,07/12/2016,
FRAMINGHAM,555 WINTER,,3,11/21/2014,
WORCESTER,556 CHANDLER,,3,10/02/2014,
NEW BEDFORD,556 PURCHASE,,3,06/14/2016,
FRAMINGHAM,557 CONCORD,,3,10/18/2016,
WORCESTER,559 PARK,,3,05/10/2016,
MARLBORO,55F CRYSTAL BROOK,,3,07/16/2015,
WORCESTER,56 BECONSFIELD,,3,08/19/2014,
WORCESTER,56 CEDAR,,3,11/17/2016,
MARLBORO,56 FARMINGTON,,3,06/15/2015,
FAIRHAVEN,56 GELLETTE,,3,12/20/2016,
FAIRHAVEN,56 GROVE,,3,07/26/2016,
NATICK,56 HARTFORD,,3,09/11/2014,
NEW BEDFORD,56 MAITLAND,,3,09/21/2016,
MILLBURY,56 NORTH MAIN,,3,11/17/2014,
MILLBURY,56 RIVERLIN,,3,03/23/2015,
HYDE PARK,56 SUNNYSIDE,,3,06/03/2016,
NEEDHAM,56 WINDING RIVER,,3,12/22/2014,
NEW BEDFORD,562 CHURCH,,3,09/22/2015,
HOLDEN,562 SHREWSBURY,,3,11/28/2014,
SHREWSBURY,565-571 BOSTON,,3,11/25/2014,
FRAMINGHAM,569 PLEASANT,,3,02/10/2015,
MARLBORO,57 BLANCHETTE,,3,12/08/2014,
WORCESTER,57 CLOVER,,3,09/16/2014,
WORCESTER,57 CLOVER,,3,11/04/2016,
MILFORD,57 MAIN,,3,05/20/2015,
MARLBORO,57 MARLTON,,3,08/20/2015,
SHERBORN,57 OLD ORCHARD,,3,09/17/2015,
NEW BEDFORD,57 PARKER,,3,06/16/2016,
MILFORD,57 PEARL,,3,06/05/2014,
NEEDHAM,57 ROSEMARY,,3,12/03/2014,
FRAMINGHAM,57 SALEM END,,3,11/25/2014,
WESTWOOD,57 STRAFFORD,,3,07/16/2015,
NEW BEDFORD,57 SYLVIA,,3,05/21/2014,
WORCESTER,57-59 WEST BOYLSTON,,3,09/18/2014,
WORCESTER,572 BURNCOAT,,3,11/08/2016,
WORCESTER,572 CHANDLER,,3,10/02/2014,
WORCESTER,574 CHANDLER,,3,05/27/2015,
NATICK,575-603 WORCESTER,,2,07/05/2016,
SOMERVILLE,58 BERKELEY,,3,09/18/2014,
DARTMOUTH,58 CARNEGIE,,3,09/16/2014,
WORCESTER,58 COMMODORE,,3,07/08/2015,
FAIRHAVEN,58 GELLETTE,,3,07/22/2014,
FRAMINGHAM,58 LEDGEWOOD,,3,11/02/2016,
ASHLAND,58 MYRTLE,,3,06/21/2016,
HUDSON,58 ONTARIO,,3,10/13/2016,
MILLBURY,58 RIVERLIN,,3,03/23/2015,
HOLLISTON,58 ROBERT,,3,10/07/2015,
SOMERVILLE,58 VINAL,,3,07/29/2015,
DEDHAM,58 VIOLET,,3,10/03/2014,
NATICK,58 WEST CENTRAL,,3,12/06/2016,
MILLBURY,58-64 HORNE,,3,11/14/2014,
WORCESTER,580 PARK,,3,10/19/2015,
WORCESTER,582 PARK,,3,10/30/2014,
WORCESTER,586 GRAFTON,,3,12/15/2014,
FRAMINGHAM,586 PLEASANT,,3,07/10/2012,
HYDE PARK,59 ASHEVILLE,,3,10/08/2014,
HOLLISTON,59 BEATRICE,,3,12/27/2016,
WORCESTER,59 BERWICK,,3,05/12/2015,
NEW BEDFORD,59 BREWSTER,,3,05/19/2016,
MARLBORO,59 FRYE,,3,07/07/2015,
HYDE PARK,59 HALLRON,,3,11/03/2016,
MARLBORO,59 LILAC,,3,10/14/2015,
HYDE PARK,59 LORING,,3,03/08/2016,
HYDE PARK,59 LORING,,3,08/22/2016,
HUDSON,59 MANNING,,3,09/23/2016,
MARLBORO,59 NEIL,,3,08/13/2015,
HOLDEN,59 PAUGUS,,3,11/26/2014,
MILFORD,59 SOUTH MAIN,,3,09/02/2016,
HYDE PARK,59 SUMMIT,,3,08/30/2016,
NEW BEDFORD,59 SYLVIA,,3,08/08/2016,
FAIRHAVEN,59 UNION,,3,09/19/2014,
MARLBORO,59 UPLAND,,3,09/01/2015,
NEEDHAM,59 WEBSTER,,3,12/04/2014,
WORCESTER,59 WILLIAM,,3,10/28/2015,
NEW BEDFORD,59 WINTERVILLE,,3,07/01/2014,
NORTHBORO,59-1 HUDSON,,3,09/02/2015,
SOMERVILLE,59-61 WOODS,,3,05/21/2014,
FRAMINGHAM,595-597 CONCORD,,3,09/03/2015,
NEW BEDFORD,596 HATHAWAY,,3,06/06/2014,
FRAMINGHAM,596 WAVERLY,,2,12/22/2016,
DARTMOUTH,598 SLOCUM,,3,06/02/2014,
HYDE PARK,6 BRADLEE,,3,04/22/2016,
HOPKINTON,6 CEDAR,,3,05/07/2015,
SOUTHBOROUGH,6 CHERRY,,3,07/06/2016,
WEST BOYLSTON,6 CHURCH,,3,05/13/2014,
DEDHAM,6 CHUTE,,3,09/23/2016,
MILFORD,6 CLAUDETTE,,3,02/05/2015,
WESTBOROUGH,6 COLONIAL,,3,04/21/2015,
KINGSTON,6 COUNTRY,,3,10/11/2016,
SHREWSBURY,6 DEWEY,,3,09/07/2016,
WESTWOOD,6 DOWNEY,,3,12/29/2014,
FAIRHAVEN,6 ELLIS,,3,09/17/2014,
FAIRHAVEN,6 EVERGREEN,,3,07/23/2014,
HOPKINTON,6 EXCHANGE,,3,11/12/2014,
HYDE PARK,6 FARRIN,,3,05/10/2016,
FAIRHAVEN,6 GOLF,,3,12/23/2016,
WORCESTER,6 GUILD,,3,12/04/2014,
FAIRHAVEN,6 HAMLET,,3,07/28/2014,
FAIRHAVEN,6 HARDING,,3,12/11/2015,
FRAMINGHAM,6 HASTINGS,,3,12/08/2014,
WESTWOOD,6 HAWKTREE,,3,08/10/2016,
NATICK,6 HOME,,3,12/17/2015,
HUDSON,6 LEE,,3,07/14/2016,
HYDE PARK,6 MEADOWVIEW,,3,04/21/2016,
FRAMINGHAM,6 NORTH,,3,12/01/2015,
WORCESTER,6 OLD COLONY,,3,10/22/2014,
WESTBOROUGH,6 OLDE HICKORY,,3,12/19/2016,
WORCESTER,6 OSCEOLA,,3,10/20/2014,
NATICK,6 OVERHILL,,3,08/02/2016,
MAYNARD,6 PATTI,,3,09/27/2016,
WORCESTER,6 PAUL REVERE,,3,10/26/2015,
WORCESTER,6 PERROT,,3,10/07/2016,
NEW BEDFORD,6 ROCKDALE,,3,03/09/2016,
WORCESTER,6 SALFORD,,3,04/29/2014,
MATTAPOISETT,6 SHERWOOD,,3,09/10/2014,
GRAFTON,6 SHORE,,3,09/25/2014,
DEDHAM,6 SHORT,,3,09/25/2014,
DARTMOUTH,6 STRATHMORE,,3,09/21/2016,
NATICK,6 SURREY,,3,07/17/2014,
SOUTHBOROUGH,6 WINCHESTER,,3,12/16/2016,
FRAMINGHAM,6 WINTER PARK,,3,10/28/2014,
FAIRHAVEN,6 WOOD,,3,12/14/2015,
GRAFTON,6 WORCESTER,,3,07/28/2016,
FRAMINGHAM,6-8 BEECH,,3,11/28/2016,
NORTHBORO,6-8 OTIS,,3,07/21/2016,
SHREWSBURY,60 COMMONS,,3,11/05/2014,
WORCESTER,60 COPPERFIELD,,3,08/19/2015,
FAIRHAVEN,60 GROVE,,3,08/26/2014,
FRAMINGHAM,60 HASTINGS,,3,12/08/2014,
SHREWSBURY,60 HOWE,,3,08/06/2014,
WORCESTER,60 LOXWOOD,,3,05/14/2014,
DEDHAM,60 RIVERSIDE,,2,12/01/2016,
WORCESTER,60 SOUTH LUDLOW,,3,06/05/2014,
MILFORD,60 WEST,,3,08/16/2016,
FRAMINGHAM,60 WILSON,,3,10/21/2013,
SOMERVILLE,60-62 PUTNAM,,3,09/17/2014,
SOMERVILLE,60-62 VINAL,,3,09/10/2014,
FRAMINGHAM,600 SALEM END,,3,11/25/2014,
NEW BEDFORD,601 SHAWMUT,,3,08/17/2016,
MARLBORO,602 BRIGHAM,,3,11/06/2014,
WORCESTER,606 CHANDLER,,3,10/02/2014,
WORCESTER,61 BEECHMONT,,3,10/30/2015,
WORCESTER,61 EAGLE,,3,09/02/2014,
WORCESTER,61 HAVELOCK,,3,10/06/2014,
MILFORD,61 MAIN,,3,05/01/2014,
FAIRHAVEN,61 OXFORD,,3,10/03/2014,
DARTMOUTH,61 PROSPECT,,3,10/29/2013,
WORCESTER,61 UPLAND,,3,04/17/2015,
WORCESTER,61 WEATHERSTONE,,3,12/09/2016,
DARTMOUTH,61-63 WESTWOOD,,3,09/23/2016,
NORTHBORO,6106 SHOPS,,3,04/14/2015,
WORCESTER,614 CHANDLER,,3,10/02/2014,
WORCESTER,617 CHANDLER,,3,10/24/2016,
FAIRHAVEN,62 BAYVIEW,,3,08/08/2014,
WORCESTER,62 COMMODORE,,3,10/08/2014,
DEDHAM,62 NEEDHAM,,3,08/31/2010,
SHERBORN,62 RUSSETT HILL,,3,10/01/2014,
NATICK,62 WEST CENTRAL,,2,04/06/2016,
NATICK,62 WEST CENTRAL,,3,11/21/2014,
WORCESTER,62 WINTHROP ST,,3,06/29/2015,
WORCESTER,620 SALISBURY,,3,09/30/2014,
DARTMOUTH,620 SLOCUM,,3,11/04/2013,
WORCESTER,621 CHANDLER,,3,10/02/2014,
WORCESTER,624 SALISBURY,,3,10/22/2015,
CAMBRIDGE,625 MOUNT AUBURN,,3,03/04/2016,
WORCESTER,629 CAMBRIDGE,,3,09/29/2014,
WORCESTER,63 BRANTWOOD,,3,10/24/2016,
MARLBORO,63 CLARKE,,3,04/27/2015,
CAMBRIDGE,63 FRESH POND,,3,08/21/2014,
MILFORD,63 GROVE ST,,3,08/16/2016,
DARTMOUTH,63 LONGWOOD,,3,09/26/2016,
NORTHBORO,63 MAIN,,3,12/31/2014,
CAMBRIDGE,63-65 BELMONT,,3,10/02/2014,
ASHLAND,63-65 HIGLEY,,3,05/23/2014,
MARLBORO,630 HEMENWAY,,3,09/15/2015,
WORCESTER,635-643 CHANDLER,,3,10/02/2014,
WORCESTER,636 GRAFTON,,3,12/15/2014,
WORCESTER,639 GRAFTON,,3,08/12/2015,
SHREWSBURY,64 BOYLSTON,,3,10/16/2014,
WORCESTER,64 CLARIDGE,,3,10/03/2014,
SHREWSBURY,64 COLONIAL,,3,11/03/2014,
WORCESTER,64 FLAGG,,3,09/30/2014,
WORCESTER,64 GREEN,,3,12/08/2016,
HYDE PARK,64 LORING,,3,08/22/2016,
FAIRHAVEN,64 MAIN,,3,09/22/2014,
HUDSON,64 MANNING,,3,09/10/2014,
FRAMINGHAM,64 WATER,,3,04/13/2015,
NEW BEDFORD,641 BROCK,,3,09/02/2015,
CAMBRIDGE,642 HURON,,3,12/07/2016,
CAMBRIDGE,648 HURON,,3,10/05/2016,
SOMERVILLE,65 BEACON,,3,09/04/2014,
WORCESTER,65 BRANTWOOD,,3,09/25/2014,
WORCESTER,65 BROWNELL,,3,09/26/2014,
DEDHAM,65 FAIRFIELD,,3,10/29/2016,
MAYNARD,65 GREAT,,3,11/22/2016,
FAIRHAVEN,65 MILL,,3,08/01/2014,
CAMBRIDGE,65 MOUNT AUBURN,,3,11/29/2016,
WORCESTER,65 PASADENA,,3,10/20/2014,
AUBURN,65 SCHOOL,,3,11/05/2014,
AUBURN,65 SOUTHBRIDGE,,3,04/07/2014,
WEST BOYLSTON,65 WEST BOYLSTON,,3,11/25/2014,
WEST BOYLSTON,65 WEST BOYLSTON,,3,03/07/2016,
NEEDHAM,65 YALE,,3,12/05/2014,
FRAMINGHAM,650 WORCESTER,,2,02/10/2016,
SHREWSBURY,651 LAKE,,3,07/14/2014,
FRAMINGHAM,653 WORCESTER,,3,09/25/2015,
NEW BEDFORD,66 BIRCHWOOD,,3,01/04/2016,
CAMBRIDGE,66 FRESH POND,,3,12/05/2014,
FAIRHAVEN,66 GELLETTE,,3,07/22/2014,
HYDE PARK,66 LODGEHILL,,3,07/19/2016,
HYDE PARK,66 MYOPIA,,3,09/08/2016,
WORCESTER,66 PLANTATION,,3,09/30/2014,
WORCESTER,66 WHIPPLE ST,,3,06/05/2014,
HOLLISTON,66 WILKINS,,3,05/23/2016,
FRAMINGHAM,661 COCHITUATE,,3,03/28/2011,
NEW BEDFORD,665 ORCHARD,,3,07/08/2014,
AUBURN,667 WASHINGTON,,3,12/28/2016,
MARLBORO,67 DIANA,,3,06/18/2015,
NEEDHAM,67 GREEN,,3,12/01/2010,
FAIRHAVEN,67 HEDGE,,3,10/07/2014,
NEW BEDFORD,67 KILBURN,,3,06/10/2014,
FAIRHAVEN,67 MILL,,3,08/01/2014,
DEDHAM,67 MOUNT HOPE,,3,09/26/2016,
FAIRHAVEN,67 OCEAN,,3,12/23/2015,
GRAFTON,67 PROVIDENCE,,3,07/20/2015,
MARLBORO,67 VEGA,,3,10/22/2014,
CAMBRIDGE,67-69 GORE,,3,07/01/2015,
WORCESTER,67-69 LOXWOOD,,3,12/23/2016,
NEW BEDFORD,670 COUNTY,,3,07/01/2016,
NEW BEDFORD,670 HATHAWAY,,3,06/06/2014,
FRAMINGHAM,673 CONCORD,,2,10/18/2016,
FRAMINGHAM,673 CONCORD,,3,11/18/2014,
MARLBORO,674 CONCORD,,3,06/15/2015,
FRAMINGHAM,677 WATER,,3,10/22/2014,
CAMBRIDGE,678 MASSACHUSETTS,,3,06/23/2016,
NATICK,679 WORCESTER,,3,12/31/2014,
HYDE PARK,68 ASHEVILLE,,3,10/08/2014,
CAMBRIDGE,68 ELM,,3,10/08/2014,
SOMERVILLE,68 ELM,,3,08/05/2015,
NEEDHAM,68 GREEN,,3,11/10/2016,
WORCESTER,68 HOUSATONIC,,3,11/26/2014,
NORTHBRIDGE,68 JON,,3,05/25/2016,
WORCESTER,68 PASADENA,,3,10/20/2014,
SUTTON,68 PROVIDENCE,,3,11/19/2014,
FRAMINGHAM,68 WATER,,3,03/25/2013,
NEW BEDFORD,689 SUMMER,,3,06/03/2014,
NEEDHAM,69 BREWSTER,,3,09/11/2014,
WORCESTER,69 DUSTIN,,3,12/05/2016,
WORCESTER,69 ERNEST,,3,03/26/2014,
WORCESTER,69 HAMILTON,,3,11/04/2015,
MARLBORO,69 HOUDE,,3,06/25/2015,
NEW BEDFORD,69 MARY,,3,10/06/2015,
SOMERVILLE,69 PROSPECT,,3,11/30/2015,
NATICK,69 SOUTH MAIN,,3,08/18/2015,
WORCESTER,691 GROVE,,3,12/12/2014,
DEDHAM,697 WASHINGTON,,3,09/09/2014,
WORCESTER,7 ARBOR VITAE,,3,11/04/2014,
FRAMINGHAM,7 BISHOP,,3,08/29/2013,
WORCESTER,7 BLAIR,,3,11/04/2014,
CAMBRIDGE,7 BRYANT,,3,09/16/2014,
HYDE PARK,7 CORCORAN,,3,07/01/2016,
WORCESTER,7 DOROTHY,,3,05/27/2015,
MATTAPOISETT,7 EDGEWOOD,,3,10/01/2014,
DARTMOUTH,7 ELM,,3,06/03/2014,
MILLBURY,7 FONTAINE,,3,11/12/2014,
